,id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne
17,aves_aa_4R_1438_0017,1438,conseiller_des_boulangers,her Jacob von Geispoltzheim altammeister,jacob,"geispoltzheim, von",,,"['her', 'altammeister']",echevinat,corporation_des_boulangers,,169,1,18
18,aves_aa_4R_1438_0018,1438,conseiller_des_bouchers,Hanns Kalt,johanns,kalt,,,,echevinat,corporation_des_bouchers,,169,1,19
19,aves_aa_4R_1438_0019,1438,conseiller_des_tonneliers,Wernlin an steinstrasse,wernher,,"steinstrasse, an der",,,echevinat,corporation_des_tonneliers,,169,1,20
20,aves_aa_4R_1438_0020,1438,conseiller_des_drapiers,her Conrat Armbruster altammeister,konrat,armbruster,,,"['her', 'altammeister']",echevinat,corporation_des_drapiers,,169,1,21
21,aves_aa_4R_1438_0021,1438,conseiller_des_tanneurs,Bartholomeus Kuͤchler,bartholomeus,kücheler,,,,echevinat,corporation_des_tanneurs,,169,1,22
22,aves_aa_4R_1438_0022,1438,conseiller_des_cabaretiers,Claus Wormsser,claus,wormser,,,,echevinat,corporation_des_cabaretiers,,169,1,23
23,aves_aa_4R_1438_0023,1438,conseiller_des_maçons,Fridrich Boͤsche,friedrich,bösch,,,,echevinat,corporation_des_maçons,,169,1,24
24,aves_aa_4R_1438_0024,1438,conseiller_des_forgerons,Peter Vilinger,peter,villinger,,,,echevinat,corporation_des_forgerons,,169,1,25
25,aves_aa_4R_1438_0025,1438,conseiller_des_tailleurs,Hanns Breithor,johanns,breitthor,,,,echevinat,corporation_des_tailleurs,,169,1,26
26,aves_aa_4R_1438_0026,1438,conseiller_des_bateliers,Reimbolt Phye,reimbolt,phye,,,,echevinat,corporation_des_bateliers,,169,1,27
27,aves_aa_4R_1438_0027,1438,conseiller_des_pelletiers,Diebolt Blyweger,diebolt,bleiweger,,,,echevinat,corporation_des_pelletiers,,169,1,28
28,aves_aa_4R_1438_0028,1438,conseiller_des_charpentiers,Michel Ripel der jung,michel,rippel,,der junge,,echevinat,corporation_des_charpentiers,,169,1,29
29,aves_aa_4R_1438_0029,1438,conseiller_des_crieurs_et_mesureurs_de_vin,Clein Hanns zuͦm hirtz,johanns,,"hirtz, zum",,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,169,1,30
30,aves_aa_4R_1438_0030,1438,conseiller_des_cordonniers,meister Reimbolt inn Judengasse,reimbolt,,"judengasse, in",,['meister'],echevinat,corporation_des_cordonniers,,169,1,31
31,aves_aa_4R_1438_0031,1438,conseiller_des_orfevres,Heinrich Snewlin,heinrich,schnabel,,,,echevinat,corporation_des_orfevres,,169,1,32
32,aves_aa_4R_1438_0032,1438,conseiller_des_marchands_de_grains,Otteman Franckenheim,ottemann,frankenheim,,,,echevinat,corporation_des_marchands_de_grains,,169,1,33
33,aves_aa_4R_1438_0033,1438,conseiller_des_jardiniers,Peter Lampreht,peter,lamprecht,,,,echevinat,corporation_des_jardiniers,,169,1,34
34,aves_aa_4R_1438_0034,1438,conseiller_des_pêcheurs,Claus Pfaffe,claus,pfaffe,,,,echevinat,corporation_des_pêcheurs,,169,1,35
35,aves_aa_4R_1438_0035,1438,conseiller_des_barbiers_et_baigneurs,meister Hanns von Oberkirch,johanns,"oberkirch, von",,,['meister'],echevinat,corporation_des_barbiers_et_baigneurs,,169,1,36
36,aves_aa_4R_1438_0036,1438,conseiller_des_sauniers,Hanns Trachenfeils,johanns,trachenfeils,,,,echevinat,corporation_des_sauniers,,169,1,37
37,aves_aa_4R_1438_0037,1438,conseiller_des_tisserands,meister Claus Kùnig,claus,könig,,,['meister'],echevinat,corporation_des_tisserands,,169,1,38
38,aves_aa_4R_1438_0038,1438,conseiller_des_gourmets_et_courtiers,Hanns Seiger,johanns,seger,,,,echevinat,corporation_des_gourmets_et_courtiers,,169,2,1
39,aves_aa_4R_1438_0039,1438,conseiller_des_charrons,Oberlin Liepkint,oberlin,liebkint,,,,echevinat,corporation_des_charrons,,169,2,2
40,aves_aa_4R_1438_0040,1438,conseiller_des_regrattiers_cordiers_et_fruitiers,Claus von Ernoltzheim,claus,"ernoltzheim, von",,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,169,2,3
41,aves_aa_4R_1438_0041,1438,conseiller_des_coltineurs_de_tonneaux,Hanns Paulus,johanns,paulus,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,169,2,4
42,aves_aa_4R_1438_0042,1438,conseiller_des_constructeurs_de_bateaux,Hanns Hetteman,johanns,hettemann,,,,echevinat,corporation_des_constructeurs_de_bateaux,,169,2,5
43,aves_aa_4R_1438_0043,1438,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Claus Kempffe der oleman,claus,kempf,,,['oleman'],echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,169,2,7
