,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,Titres,corps civique,corporation,poele,prénomNN,nomNN,surnomNN,NomCompletNN
16,conseiller_des_boulangers,1457,,,,,,echevinat,corporation_des_boulangers,,Walther,Dùrre,,Walther Dùrre
17,conseiller_des_bouchers,1457,,,,,,echevinat,corporation_des_bouchers,,Fridrich,Betscholt,,Fridrich Betscholt
18,conseiller_des_tonneliers,1457,,,,,,echevinat,corporation_des_tonneliers,,Heintzman,Holtzhùser,,Heintzman Holtzhùser
19,conseiller_des_drapiers,1457,,,,,,echevinat,corporation_des_drapiers,,Bernhart,Ripel,,Bernhart Ripel
20,conseiller_des_tanneurs,1457,,,,,,echevinat,corporation_des_tanneurs,,Diebolt,Reimbolt,,Diebolt Reimbolt
21,conseiller_des_cabaretiers,1457,,,,,,echevinat,corporation_des_cabaretiers,,Stoffelus,Brùder,,Stoffelus Brùder
22,conseiller_des_maçons,1457,,,,,,echevinat,corporation_des_maçons,,Hanns,Kachler,,Hanns Kachler
23,conseiller_des_forgerons,1457,,,,,,echevinat,corporation_des_forgerons,,Hanns,Holtnỳet,,Hanns Holtnỳet
24,conseiller_des_tailleurs,1457,,,,,,echevinat,corporation_des_tailleurs,,Berhtolt,Dolle,,Berhtolt Dolle
25,conseiller_des_bateliers,1457,,,,,,echevinat,corporation_des_bateliers,,Jacob,Hage,,Jacob Hage
26,conseiller_des_pelletiers,1457,,,,,,echevinat,corporation_des_pelletiers,,Claus,Wissensee,,Claus Wissensee
27,conseiller_des_charpentiers,1457,,,,,,echevinat,corporation_des_charpentiers,,Jerg,Vetter,,Jerg Vetter
28,conseiller_des_crieurs_et_mesureurs_de_vin,1457,,,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,Claus,Beingewant,,Claus Beingewant
29,conseiller_des_cordonniers,1457,,,,,,echevinat,corporation_des_cordonniers,,Claus,Schultheiss,"win und
                           brot",Claus Schultheiss genant win und                            brot
30,conseiller_des_orfevres,1457,,,,,,echevinat,corporation_des_orfevres,,Hanns,Roß,,Hanns Roß
31,conseiller_des_marchands_de_grains,1457,,,,,"['her', 'altammeister']",echevinat,corporation_des_marchands_de_grains,,Hanns,Melbruͤ,,her Hanns Melbruͤ altammeister
32,conseiller_des_jardiniers,1457,,,,,,echevinat,corporation_des_jardiniers,,Jacob,Klowe,,Jacob Klowe
33,conseiller_des_pêcheurs,1457,,,,,,echevinat,corporation_des_pêcheurs,,Syfrit,Helwig,,Syfrit Helwig
34,conseiller_des_barbiers_et_baigneurs,1457,,,,,,echevinat,corporation_des_barbiers_et_baigneurs,,Claus,von Wurmß,,Claus von Wurmß
35,conseiller_des_sauniers,1457,,,,,"['her', 'altammeister']",echevinat,corporation_des_sauniers,,Hanns,Trachenfeils,,her Hanns Trachenfeils altammeister
36,conseiller_des_tisserands,1457,,,,,,echevinat,corporation_des_tisserands,,Claus,Wolle,,Claus Wolle
37,conseiller_des_gourmets_et_courtiers,1457,,,,,,echevinat,corporation_des_gourmets_et_courtiers,,Wernlin,von Dùrnyngen,,Wernlin von Dùrnyngen
38,conseiller_des_charrons,1457,,,,,,echevinat,corporation_des_charrons,,Claus,Dritzehen,,Claus Dritzehen
39,conseiller_des_regrattiers_cordiers_et_fruitiers,1457,,,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,Hanns,Wipolt,,Hanns Wipolt
40,conseiller_des_coltineurs_de_tonneaux,1457,,,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,Symont,Voͤrster,,Symont Voͤrster
41,conseiller_des_constructeurs_de_bateaux,1457,,,,,,echevinat,corporation_des_constructeurs_de_bateaux,,Hanns,Hetteman,,Hanns Hetteman
42,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,1457,,,,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,Peter,Lot,,Peter Lot
